"RUID","UID","Census","Set","SubSet","PlotCode","Plot","Tra","Qua","Crit","Sample","Tag","Species","PosX","PosY","Sup","Rep","FrutPerBranch","NumbBranch","AvrgSeeds","CAR","RecrYr","DeadYr","ExcYr","RincYr","Height","CovD1","CovD2","DBH01","DBH02","DBH03","DBH04","DBH05","DBH06","DBH07","DBH08","DBH09","DBH10","DBH11","DBH12","DBH13","DBH14","DBH15","DBH16","DBH17","DBH18","DBH19","DBH20","DBH21","DBH22","DBH23","DBH24","DBH25","DBH26","DBH27","DBH28","DBH29","DBH30","minDBH","maxDBH","Basal.cm2.plot","Basal.m2.ha","Cob.m2.plot","Cob.m2.ha","Dens.ha","Rec.ha","Mu.ha","Stems","Observaciones.anuales","Historial.de.objeto","X","id","Age.init","Fst.cens","plot","Age.census","TotFrut","TotSeeds"
"21887011","218870",2011,"SecCan",NA,"SC06","ISC",3,"4","A","400","495","Mimosa acantholoba","0.45","15.15",1,"",NA,NA,NA,NA,2004,NA,NA,NA,5.35,2.4,2.6,0,0,0,0,0,0,5.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.4,"260438030983","0.065109508",49008845396,"12252211349","25","0",0,8,"","","","pISCi495q4",18,2003,6,26,0,0
"21912911","219129",2011,"SecCan",NA,"SC06","ISC",3,"4","A","200","497","Mimosa acantholoba","2.5","15.15",1,"",NA,NA,NA,NA,2004,NA,NA,NA,5.1,3.8,6.1,3.2,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.2,"151110606638","0.075555303",182055294276,"9102764713776","50","0",0,5,"","","","pISCi497q4",18,2003,6,26,0,0
"21925911","219259",2011,"SecCan",NA,"SC06","ISC",3,"4","A","400","499","Mimosa acantholoba","3.58","15.7",1,"",NA,NA,NA,NA,2004,NA,2016,NA,5.6,3.3,3.7,9.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.5,"708821842466","0.177205461",95897115751,"2397427893771","25","0",0,3,"","","","pISCi499q4",18,2003,6,26,0,0
"21892411","218924",2011,"SecCan",NA,"SC06","ISC",3,"4","A","400","513","Mimosa acantholoba","0.59","17.32",1,"",NA,NA,NA,NA,2004,NA,NA,NA,6.1,6.8,7,5.2,4.4,3.4,2.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.2,"504304160718","0.12607604",373849525777,"934623814443","25","0",0,5,"Inclinado","","","pISCi513q4",18,2003,6,26,0,0
"21917411","219174",2011,"SecCan",NA,"SC06","ISC",3,"4","A","400","199","Mimosa acantholoba","3.2","18.7",NA,"",NA,NA,NA,NA,2004,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA,"","","","pISCi199q4",18,2003,6,26,0,0
"21870211","218702",2011,"SecCan",NA,"SC06","ISC",4,"1","B","400","484","Mimosa acantholoba","3.47","1",1,"",NA,NA,NA,NA,2004,2016,NA,NA,5.5,3.6,4.2,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,15.9,"1985565096885","0.496391274",118752202306,"2968805057642","25","0",0,1,"se pudo esponjar y luego caer","","","pISCi484q1",18,2003,6,26,0,0
"21859711","218597",2011,"SecCan",NA,"SC06","ISC",4,"1","B","100","65","Mimosa acantholoba","2.1","1.9",1,"",NA,NA,NA,NA,2004,2014,NA,NA,4.4,4.6,4.1,NA,NA,2.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.1,"66051985542","0.066051986",148126093617,"14812609361676","100","0",0,2,"inclinado  vivo","","","pISCi65q1",18,2003,6,26,0,0
"21876411","218764",2011,"SecCan",NA,"SC06","ISC",4,"1","B","400","61","Mimosa acantholoba","4.38","2.9",NA,"",NA,NA,NA,NA,2004,2008,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA,"quebrado Vivo no alcanza DA","","","pISCi61q1",18,2003,6,26,0,0
"21864111","218641",2011,"SecCan",NA,"SC06","ISC",4,"1","B","400","482","Mimosa acantholoba","2.74","3.08",1,"",NA,NA,NA,NA,2004,2015,NA,NA,4.8,3.1,5.6,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,9.1,"650388219109","0.162597055",136345121166,"3408628029145","25","0",0,1,"Bajo vigor roto","","","pISCi482q1",18,2003,6,26,0,0
"21882511","218825",2011,"SecCan",NA,"SC06","ISC",4,"3","C","400","477","Mimosa acantholoba","3.88","10.23",1,"",NA,NA,NA,NA,2004,NA,NA,NA,3.4,3.1,4.2,12.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.1,"114990145103","0.287475363",102258840874,"2556471021859","25","0",0,3,"quebrado","","","pISCi477q3",18,2003,6,26,0,0
"21873311","218733",2011,"SecCan",NA,"SC06","ISC",4,"2","A","400","60","Mimosa acantholoba","3.78","5.59",NA,"",NA,NA,NA,NA,2004,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA,"","","","pISCi60q2",18,2003,6,26,0,0
"21866511","218665",2011,"SecCan",NA,"SC06","ISC",4,"2","A","400","469","Mimosa acantholoba","2.94","5.6",1,"",NA,NA,NA,NA,2004,NA,NA,NA,6.5,5.6,6.2,13.3,4.4,3.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.3,"1626873755661","0.406718439",272690242332,"681725605829","25","0",0,5,"es el mismo que el 4","","","pISCi469q2",18,2003,6,26,0,0
"21875711","218757",2011,"SecCan",NA,"SC06","ISC",4,"3","C","200","479","Mimosa acantholoba","3.95","12.15",1,"",NA,NA,NA,NA,2004,NA,NA,NA,5.1,3.8,3.9,2.7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"127941360817","0.06397068",116396007816,"5819800390775","50","0",0,3,"casi muerta","","","pISCi479q3",18,2003,6,26,0,0
"21854211","218542",2011,"SecCan",NA,"SC06","ISC",4,"4","A","400","488","Mimosa acantholoba","0.89","18.62",1,"",NA,NA,NA,NA,2004,NA,NA,NA,6.1,4.2,5.2,7.2,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,16.8,"2623858184278","0.655964546",171530958886,"428827397215","25","0",0,2,"rota rebts","","","pISCi488q4",18,2003,6,26,0,0
"21881811","218818",2011,"SecCan",NA,"SC06","ISC",4,"3","C","400","483","Mimosa acantholoba","4.7","10.35",1,"",NA,NA,NA,NA,2004,NA,NA,NA,5.7,6.7,6.2,8.4,11.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.9,"166637928328","0.416594821",326254397075,"8156359926883","25","0",0,3,"no alcanzan ramas hasta fuera del arco tmb","","","pISCi483q3",18,2003,6,26,0,0
"21878811","218788",2011,"SecCan",NA,"SC06","ISC",4,"3","C","400","475","Mimosa acantholoba","4.43","10.97",1,"",NA,NA,NA,NA,2004,NA,NA,NA,5.3,3.8,3.2,0,0,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.5,"865901475146","0.216475369",95504416669,"2387610416728","25","0",0,3,"","","","pISCi475q3",18,2003,6,26,0,0
"21871911","218719",2011,"SecCan",NA,"SC06","ISC",4,"3","C","400","1","Mimosa acantholoba","3.5","11.18",NA,"",NA,NA,NA,NA,2004,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA,"","","","pISCi1q3",18,2003,6,26,0,0
"21874011","218740",2011,"SecCan",NA,"SC06","ISC",4,"3","C","400","471","Mimosa acantholoba","3.92","12.52",1,"",NA,NA,NA,NA,2004,NA,NA,NA,6.8,2.3,3.7,7.2,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,7.2,"77031851866","0.19257963",66837383705,"1670934592628","25","0",0,2,"","","","pISCi471q3",18,2003,6,26,0,0
"21860311","218603",2011,"SecCan",NA,"SC06","ISC",4,"3","C","400","494","Mimosa acantholoba","2.13","13.4",NA,"",NA,NA,NA,NA,2006,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA,"","","","pISCi494q3",18,2003,6,26,0,0
"21856611","218566",2011,"SecCan",NA,"SC06","ISC",4,"3","C","400","64","Mimosa acantholoba","1.78","13.46",NA,"",NA,NA,NA,NA,2004,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA,"","","","pISCi64q3",18,2003,6,26,0,0
"21879511","218795",2011,"SecCan",NA,"SC06","ISC",4,"3","C","200","478","Mimosa acantholoba","4.6","13.92",1,"",NA,NA,NA,NA,2004,NA,NA,NA,4.6,2.7,2.4,4.4,1.7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.4,"174751091356","0.087375546",50893800988,"2544690049408","50","0",0,6,"","","","pISCi478q3",18,2003,6,26,0,0
"21863411","218634",2011,"SecCan",NA,"SC06","ISC",4,"4","A","400","473","Mimosa acantholoba","2.5","15.4",1,"",NA,NA,NA,NA,2004,NA,NA,NA,7.7,7.2,5.1,11.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.2,"985203456166","0.246300864",2883982056,"7209955139989","25","0",0,3,"Tiene rama rota","","","pISCi473q4",18,2003,6,26,0,0
"21869611","218696",2011,"SecCan",NA,"SC06","ISC",4,"4","A","200","467","Mimosa acantholoba","3.4","18.94",1,"",NA,NA,NA,NA,2004,2016,NA,NA,5,3.5,3.4,4.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.8,"180955736847","0.090477868",93462381444,"4673119072215","50","0",0,2,"","","","pISCi467q4",18,2003,6,26,0,0
"21193211","211932",2011,"SecCan",NA,"SC02","ISP",1,"1","A","400","39","Mimosa acantholoba","2.2","0.4",NA,"",NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA,"","","","pISPi39q1",23,2003,2,31,0,0
"21194911","211949",2011,"SecCan",NA,"SC02","ISP",1,"1","A","400","38","Mimosa acantholoba","3.6","0.45",NA,"",NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA,"","","","pISPi38q1",23,2003,2,31,0,0
"21199411","211994",2011,"SecCan",NA,"SC02","ISP",1,"1","A","400","599","Mimosa acantholoba","2.15","2.5",1,"",NA,NA,NA,NA,NA,NA,NA,NA,7.6,7.5,7.2,8.8,0,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.8,"1524300755522","0.381075189",424115008235,"10602875205866","25","0",0,3,"","","","pISPi599q1",23,2003,2,31,0,0
"21200711","212007",2011,"SecCan",NA,"SC02","ISP",1,"2","B","400","600","Mimosa acantholoba","0.13","5.6",1,"",NA,NA,NA,NA,NA,NA,NA,NA,6.6,7.9,6.9,6.9,11.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.1,"1341617142716","0.335404286",428120538868,"10703013471699","25","0",0,3,"","","","pISPi600q2",23,2003,2,31,0,0
"21202111","212021",2011,"SecCan",NA,"SC02","ISP",1,"2","B","400","601","Mimosa acantholoba","1.05","7.08",1,"",NA,NA,NA,NA,NA,NA,NA,NA,6.5,7.3,3.2,8.3,5.1,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,8.3,"1119270922658","0.279817731",18346901097,"4586725274241","25","0",0,3,"","","","pISPi601q2",23,2003,2,31,0,0
"21205211","212052",2011,"SecCan",NA,"SC02","ISP",1,"2","B","400","603","Mimosa acantholoba","0.95","9.05",NA,"",NA,NA,NA,NA,NA,NA,2008,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA," tiene rebrote que no alcanza","","","pISPi603q2",23,2003,2,31,0,0
"21216811","212168",2011,"SecCan",NA,"SC02","ISP",1,"3","C","400","610","Mimosa acantholoba","1.7","11.1",1,"",NA,NA,NA,NA,NA,NA,NA,NA,6.3,8.7,6.8,10.8,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,10.8,"1381750988865","0.345437747",464641553466,"11616038836648","25","0",0,2,"","","","pISPi610q3",23,2003,2,31,0,0
"21230411","212304",2011,"SecCan",NA,"SC02","ISP",1,"4","A","400","627","Mimosa acantholoba","3.5","15.3",1,"",NA,NA,NA,NA,2006,NA,NA,NA,6.15,4.25,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,"950331777711","0.237582944",166897109722,"4172427743049","25","0",0,1,"","","","pISPi627q4",23,2003,2,31,0,0
"21234211","212342",2011,"SecCan",NA,"SC02","ISP",1,"4","A","400","631","Mimosa acantholoba","2","18.4",1,"",NA,NA,NA,NA,NA,NA,NA,NA,6.1,6,7.8,0,0,0,0,0,6.3,6.7,7.2,8.2,10.2,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.6,"3663568272984","0.915892068",36756634047,"918915851175","25","0",0,11,"La mitad de las ramas tiradas","","","pISPi631q4",23,2003,2,31,0,0
"21240311","212403",2011,"SecCan",NA,"SC02","ISP",2,"1","C","400","636","Mimosa acantholoba","0.75","1.6",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.9,6.5,4.7,9.9,1.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.9,"783041968907","0.195760492",239939138918,"5998478472948","25","0",0,3,"","","","pISPi636q1",23,2003,2,31,0,0
"21245811","212458",2011,"SecCan",NA,"SC02","ISP",2,"1","C","400","643","Mimosa acantholoba","2","3",1,"",NA,NA,NA,NA,NA,NA,NA,NA,6.7,5.6,4.9,8,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,8,"992821818351","0.248205455",215513256036,"5387831400907","25","0",0,2,"","","","pISPi643q1",23,2003,2,31,0,0
"21250211","212502",2011,"SecCan",NA,"SC02","ISP",2,"1","C","200","3","Mimosa acantholoba","2.3","3.75",1,"",NA,NA,NA,NA,NA,2015,NA,NA,5,3.6,2.3,1.5,2.4,2.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.7,"120165919","0.06008296",65030967929,"3251548396465","50","0",0,4,"","","","pISPi3q1",23,2003,2,31,0,0
"21251911","212519",2011,"SecCan",NA,"SC02","ISP",2,"1","C","400","647","Mimosa acantholoba","3.66","4",1,"",NA,NA,NA,NA,NA,NA,NA,NA,5.35,3,3.1,3.8,5.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.6,"359712358836","0.08992809",73042029196,"1826050729899","25","0",0,3,"","","","pISPi647q1",23,2003,2,31,0,0
"21252611","212526",2011,"SecCan",NA,"SC02","ISP",2,"2","B","400","15","Mimosa acantholoba","2.6","5.2",1,"",NA,NA,NA,NA,NA,2015,NA,NA,4.85,2.9,3.7,0,3.8,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.9,"735525380022","0.183881345",84273222933,"2106830573314","25","0",0,3,"rebrote","","","pISPi15q2",23,2003,2,31,0,0
"21253311","212533",2011,"SecCan",NA,"SC02","ISP",2,"2","B","200","16","Mimosa acantholoba","4.7","5.5",1,"",NA,NA,NA,NA,NA,2014,NA,NA,4.1,2,2.7,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.5,"49087385212","0.024543693",42411500823,"2120575041173","50","0",0,2,"","","","pISPi16q2",23,2003,2,31,0,0
"21254011","212540",2011,"SecCan",NA,"SC02","ISP",2,"2","B","200","19","Mimosa acantholoba","0.5","6.05",1,"",NA,NA,NA,NA,NA,2013,NA,NA,5,3.7,2.8,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"70685834706","0.035342917",81367249728,"4068362486399","50","0",0,7,"Los DAP son rebrots","","","pISPi19q2",23,2003,2,31,0,0
"21256411","212564",2011,"SecCan",NA,"SC02","ISP",2,"2","B","400","649","Mimosa acantholoba","1.5","6.6",1,"",NA,NA,NA,NA,NA,NA,NA,NA,6.4,6.5,6.7,0,0,0,7.8,8.8,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.7,"1825029712287","0.456257428",34204090016,"855102250399","25","0",0,6,"","","","pISPi649q2",23,2003,2,31,0,0
"21258811","212588",2011,"SecCan",NA,"SC02","ISP",2,"2","B","200","652","Mimosa acantholoba","0.1","8.65",1,"",NA,NA,NA,NA,NA,NA,NA,NA,5.75,4.2,1.9,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,3.3,"85529859994","0.04276493",62674773439,"3133738671956","50","0",0,1,"rama encima","","","pISPi652q2",23,2003,2,31,0,0
"21259511","212595",2011,"SecCan",NA,"SC02","ISP",2,"2","B","400","651","Mimosa acantholoba","0.4","8.65",1,"",NA,NA,NA,NA,NA,NA,NA,NA,6.2,4.3,6.3,11,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,11,"1380415811987","0.345103953",212764362464,"5319109061609","25","0",0,2,"","","","pISPi651q2",23,2003,2,31,0,0
"21260111","212601",2011,"SecCan",NA,"SC02","ISP",2,"2","B","400","653","Mimosa acantholoba","2.8","8.8",1,"",NA,NA,NA,NA,NA,NA,NA,NA,5.6,4.6,4.3,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,7.5,"441786466911","0.110446617",15535175672,"3883793918","25","0",0,1,"","","","pISPi653q2",23,2003,2,31,0,0
"21261811","212618",2011,"SecCan",NA,"SC02","ISP",2,"2","B","200","654","Mimosa acantholoba","2.2","9.5",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.9,3.2,3.6,3.7,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.7,"178206843275","0.089103422",90477868423,"4523893421169","50","0",0,4,"","","","pISPi654q2",23,2003,2,31,0,0
"21264911","212649",2011,"SecCan",NA,"SC02","ISP",2,"3","A","400","658","Mimosa acantholoba","2.96","12.8",1,"",NA,NA,NA,NA,NA,2015,NA,NA,6.5,5.6,6.9,9.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.3,"679290871522","0.169822718",303477850337,"7586946258419","25","0",0,3,"D2 está pintado arriba porque está roto de abajo","","","pISPi658q3",23,2003,2,31,0,0
"21265611","212656",2011,"SecCan",NA,"SC02","ISP",2,"3","A","400","657","Mimosa acantholoba","3.2","13.05",NA,"",NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA,"","","","pISPi657q3",23,2003,2,31,0,0
"21266311","212663",2011,"SecCan",NA,"SC02","ISP",2,"4","A","400","659","Mimosa acantholoba","2.97","16.6",1,"",NA,NA,NA,NA,2011,NA,NA,NA,4.3,3.9,3.9,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,6.7,"352565235549","0.088141309",119459060653,"2986476516319","25","25",0,1,"en esquina decuadrito. Tiene una nota que dice 21","","","pISPi659q4",23,2003,2,31,0,0
"21273111","212731",2011,"SecCan",NA,"SC02","ISP",3,"1","A","400","257","Mimosa acantholoba","0.03","0.7",NA,"",NA,NA,NA,NA,2006,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA,"","","","pISPi257q1",23,2003,2,31,0,0
"21274811","212748",2011,"SecCan",NA,"SC02","ISP",3,"1","A","400","666","Mimosa acantholoba","2.92","0.78",1,"",NA,NA,NA,NA,NA,NA,NA,NA,5.9,4.8,3.4,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,8.4,"554176944093","0.138544236",128176980266,"3204424506662","25","0",0,1,"","","","pISPi666q1",23,2003,2,31,0,0
"21275511","212755",2011,"SecCan",NA,"SC02","ISP",3,"1","A","400","667","Mimosa acantholoba","2.74","1.39",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.5,2.9,4.8,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,8.2,"528101725068","0.132025431",109327424345,"2733185608623","25","0",0,1,"inclinado","","","pISPi667q1",23,2003,2,31,0,0
"21276211","212762",2011,"SecCan",NA,"SC02","ISP",3,"1","A","400","668","Mimosa acantholoba","3.53","1.5",1,"",NA,NA,NA,NA,NA,NA,NA,NA,6.55,5,4.8,6,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11.6,"1339575107491","0.334893777",188495559215,"4712388980385","25","0",0,2,"","","","pISPi668q1",23,2003,2,31,0,0
"21277911","212779",2011,"SecCan",NA,"SC02","ISP",3,"1","A","400","68","Mimosa acantholoba","4.54","1.68",NA,"",NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA,"","","","pISPi68q1",23,2003,2,31,0,0
"21278611","212786",2011,"SecCan",NA,"SC02","ISP",3,"1","A","400","70","Mimosa acantholoba","0.48","1.91",1,"",NA,NA,NA,NA,NA,2014,NA,NA,2.7,0.9,0.7,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,7.5,"441786466911","0.110446617",0.494800843,"123700210735","25","0",0,1,"rama principal muerta sólo un retoño 2011","","","pISPi70q1",23,2003,2,31,0,0
